isin,per_isin_id,issuer_name,bond_amount,bond_currency,bond_USD_amount,post_icma_category,impact_metric,impact_type,impact_value,impact_unit,impact_per_million_USD,review_notes,post_source_detail,source_trail
US271015QR35,15,East Bay Regional Park District,1090000,USD,1090000.0,Terrestrial & Aquatic Biodiversity Conservation,Area under biodiversity management,Environmental,37.3128,ha,34.231899,,https://source.arctal.ai/entities/east-bay-regional-park-district/alloc-report__2021__provides-detailed-accounting-east-bay-regional-park__unk-pub-date__f05eaf9a4628.pdf#page=7,"StandardMetric: true | StandardUnit: true | PerMillionUSD: 1,027.90 ha (from source, entry=project) × bond_share 0.036300 = 37.31 ha; 37.31 / 1.1M USD = 34.23 ha/$M"
US271015QX03,1,East Bay Regional Park District,1310000,USD,1310000.0,Terrestrial & Aquatic Biodiversity Conservation,Annual GHG emissions reduced/avoided/sequestered,Environmental,7.4683,tCO2e,5.701015,,https://source.arctal.ai/entities/east-bay-regional-park-district/alloc-report__2021__provides-detailed-accounting-east-bay-regional-park__unk-pub-date__f05eaf9a4628.pdf#page=10,"StandardMetric: true | StandardUnit: true | PerMillionUSD: 170.90 tCO2e (from source, entry=project) × bond_share 0.043700 = 7.47 tCO2e; 7.47 / 1.3M USD = 5.70 tCO2e/$M

Extraction notes:
Single project page for Smith/Gherini Acquisition, Las Trampas. Area converted from 186.47 acres to 75.46 Ha (divided by 2.471). Carbon sequestration of 170.9 tCO2/year treated as annual GHG avoided/sequestered. Green Bond Expenditures in total ($2,762,735) used as allocated_amount. Project falls under ICMA category 'Terrestrial and Aquatic Biodiversity' with subcategory 'Land Conservation'."
US271015QX03,2,East Bay Regional Park District,1310000,USD,1310000.0,Terrestrial & Aquatic Biodiversity Conservation,Area of land managed,Environmental,3.2994,ha,2.518588,,https://source.arctal.ai/entities/east-bay-regional-park-district/alloc-report__2021__provides-detailed-accounting-east-bay-regional-park__unk-pub-date__f05eaf9a4628.pdf#page=10,"StandardMetric: true | StandardUnit: true | PerMillionUSD: 75.50 ha (from source, entry=project) × bond_share 0.043700 = 3.30 ha; 3.30 / 1.3M USD = 2.52 ha/$M

Extraction notes:
Single project page for Smith/Gherini Acquisition, Las Trampas. Area converted from 186.47 acres to 75.46 Ha (divided by 2.471). Carbon sequestration of 170.9 tCO2/year treated as annual GHG avoided/sequestered. Green Bond Expenditures in total ($2,762,735) used as allocated_amount. Project falls under ICMA category 'Terrestrial and Aquatic Biodiversity' with subcategory 'Land Conservation'."
US271015QX03,3,East Bay Regional Park District,1310000,USD,1310000.0,Terrestrial & Aquatic Biodiversity Conservation,Area under biodiversity management,Environmental,3.2994,ha,2.518588,,https://source.arctal.ai/entities/east-bay-regional-park-district/alloc-report__2021__provides-detailed-accounting-east-bay-regional-park__unk-pub-date__f05eaf9a4628.pdf#page=10,"StandardMetric: true | StandardUnit: true | PerMillionUSD: 75.50 ha (from source, entry=project) × bond_share 0.043700 = 3.30 ha; 3.30 / 1.3M USD = 2.52 ha/$M

Extraction notes:
Single project page for Smith/Gherini Acquisition, Las Trampas. Area converted from 186.47 acres to 75.46 Ha (divided by 2.471). Carbon sequestration of 170.9 tCO2/year treated as annual GHG avoided/sequestered. Green Bond Expenditures in total ($2,762,735) used as allocated_amount. Project falls under ICMA category 'Terrestrial and Aquatic Biodiversity' with subcategory 'Land Conservation'."
US271015QX03,4,East Bay Regional Park District,1310000,USD,1310000.0,Terrestrial & Aquatic Biodiversity Conservation,Annual GHG emissions reduced/avoided/sequestered,Environmental,0.402,tCO2e,0.306901,,https://source.arctal.ai/entities/east-bay-regional-park-district/alloc-report__2021__provides-detailed-accounting-east-bay-regional-park__unk-pub-date__f05eaf9a4628.pdf#page=9,"StandardMetric: true | StandardUnit: true | PerMillionUSD: 9.20 tCO2e (from source, entry=project) × bond_share 0.043700 = 0.40 tCO2e; 0.40 / 1.3M USD = 0.31 tCO2e/$M

Extraction notes:
Project page for Chouinard Winery Property Acquisition (page 9 of 9 total entries). Green Bond Type is 'Acquisition'. Land area converted from 10.01 acres to 4.05 Ha (divided by 2.471). Carbon sequestration of 9.17 tCO2/year is annual GHG avoided/sequestered. Financing share calculated as Green Bond Expenditures Total ($913,767) / Total Project Budget ($925,600) = 98.72%. Green Bond Expenditures in 2021 ($2,082) represents partial year spend."
US271015QX03,5,East Bay Regional Park District,1310000,USD,1310000.0,Terrestrial & Aquatic Biodiversity Conservation,Area of land managed,Environmental,0.1748,ha,0.133435,,https://source.arctal.ai/entities/east-bay-regional-park-district/alloc-report__2021__provides-detailed-accounting-east-bay-regional-park__unk-pub-date__f05eaf9a4628.pdf#page=9,"StandardMetric: true | StandardUnit: true | PerMillionUSD: 4.00 ha (from source, entry=project) × bond_share 0.043700 = 0.17 ha; 0.17 / 1.3M USD = 0.13 ha/$M

Extraction notes:
Project page for Chouinard Winery Property Acquisition (page 9 of 9 total entries). Green Bond Type is 'Acquisition'. Land area converted from 10.01 acres to 4.05 Ha (divided by 2.471). Carbon sequestration of 9.17 tCO2/year is annual GHG avoided/sequestered. Financing share calculated as Green Bond Expenditures Total ($913,767) / Total Project Budget ($925,600) = 98.72%. Green Bond Expenditures in 2021 ($2,082) represents partial year spend."
US271015QX03,6,East Bay Regional Park District,1310000,USD,1310000.0,Terrestrial & Aquatic Biodiversity Conservation,Area under biodiversity management,Environmental,0.1748,ha,0.133435,,https://source.arctal.ai/entities/east-bay-regional-park-district/alloc-report__2021__provides-detailed-accounting-east-bay-regional-park__unk-pub-date__f05eaf9a4628.pdf#page=9,"StandardMetric: true | StandardUnit: true | PerMillionUSD: 4.00 ha (from source, entry=project) × bond_share 0.043700 = 0.17 ha; 0.17 / 1.3M USD = 0.13 ha/$M

Extraction notes:
Project page for Chouinard Winery Property Acquisition (page 9 of 9 total entries). Green Bond Type is 'Acquisition'. Land area converted from 10.01 acres to 4.05 Ha (divided by 2.471). Carbon sequestration of 9.17 tCO2/year is annual GHG avoided/sequestered. Financing share calculated as Green Bond Expenditures Total ($913,767) / Total Project Budget ($925,600) = 98.72%. Green Bond Expenditures in 2021 ($2,082) represents partial year spend."
US271015QX03,7,East Bay Regional Park District,1310000,USD,1310000.0,Terrestrial & Aquatic Biodiversity Conservation,Annual GHG emissions reduced/avoided/sequestered,Environmental,3.2032,tCO2e,2.445198,,https://source.arctal.ai/entities/east-bay-regional-park-district/alloc-report__2021__provides-detailed-accounting-east-bay-regional-park__unk-pub-date__f05eaf9a4628.pdf#page=6,"StandardMetric: true | StandardUnit: true | PerMillionUSD: 73.30 tCO2e (from source, entry=project) × bond_share 0.043700 = 3.20 tCO2e; 3.20 / 1.3M USD = 2.45 tCO2e/$M

Extraction notes:
Single project page for Civic Rancho Meadows Acquisition. Green Bond Type is 'Acquisition' which maps to ICMA category 'Terrestrial and Aquatic Biodiversity'. Subcategory is 'Land Conservation and Restoration'. 80 acres = 32.37 Ha (divided by 2.471). Carbon sequestration of 73.33 tCO2/year is annual GHG avoided/sequestered. Financing share calculated as Green Bond Expenditures Total ($1,521,195) / Total Project Budget ($1,541,400) = 0.9867."
US271015QX03,8,East Bay Regional Park District,1310000,USD,1310000.0,Terrestrial & Aquatic Biodiversity Conservation,Area of land managed,Environmental,1.4159,ha,1.080824,,https://source.arctal.ai/entities/east-bay-regional-park-district/alloc-report__2021__provides-detailed-accounting-east-bay-regional-park__unk-pub-date__f05eaf9a4628.pdf#page=6,"StandardMetric: true | StandardUnit: true | PerMillionUSD: 32.40 ha (from source, entry=project) × bond_share 0.043700 = 1.42 ha; 1.42 / 1.3M USD = 1.08 ha/$M

Extraction notes:
Single project page for Civic Rancho Meadows Acquisition. Green Bond Type is 'Acquisition' which maps to ICMA category 'Terrestrial and Aquatic Biodiversity'. Subcategory is 'Land Conservation and Restoration'. 80 acres = 32.37 Ha (divided by 2.471). Carbon sequestration of 73.33 tCO2/year is annual GHG avoided/sequestered. Financing share calculated as Green Bond Expenditures Total ($1,521,195) / Total Project Budget ($1,541,400) = 0.9867."
US271015QX03,9,East Bay Regional Park District,1310000,USD,1310000.0,Terrestrial & Aquatic Biodiversity Conservation,Area under biodiversity management,Environmental,1.4159,ha,1.080824,,https://source.arctal.ai/entities/east-bay-regional-park-district/alloc-report__2021__provides-detailed-accounting-east-bay-regional-park__unk-pub-date__f05eaf9a4628.pdf#page=6,"StandardMetric: true | StandardUnit: true | PerMillionUSD: 32.40 ha (from source, entry=project) × bond_share 0.043700 = 1.42 ha; 1.42 / 1.3M USD = 1.08 ha/$M

Extraction notes:
Single project page for Civic Rancho Meadows Acquisition. Green Bond Type is 'Acquisition' which maps to ICMA category 'Terrestrial and Aquatic Biodiversity'. Subcategory is 'Land Conservation and Restoration'. 80 acres = 32.37 Ha (divided by 2.471). Carbon sequestration of 73.33 tCO2/year is annual GHG avoided/sequestered. Financing share calculated as Green Bond Expenditures Total ($1,521,195) / Total Project Budget ($1,541,400) = 0.9867."
US271015QX03,10,East Bay Regional Park District,1310000,USD,1310000.0,Terrestrial & Aquatic Biodiversity Conservation,Annual GHG emissions reduced/avoided/sequestered,Environmental,101.6287,tCO2e,77.579176,,https://source.arctal.ai/entities/east-bay-regional-park-district/alloc-report__2021__provides-detailed-accounting-east-bay-regional-park__unk-pub-date__f05eaf9a4628.pdf#page=7,"StandardMetric: true | StandardUnit: true | PerMillionUSD: 2,325.60 tCO2e (from source, entry=project) × bond_share 0.043700 = 101.63 tCO2e; 101.63 / 1.3M USD = 77.58 tCO2e/$M

Extraction notes:
Single project page for Concord Naval Weapons Station Acquisition. Area converted from 2,540 acres to 1,027.92 Ha (divided by 2.471). Carbon sequestration of 2,325.6 tCO2/year from 2,537 acres of rangeland. Green Bond Expenditures in total: $839,085 used as allocated_amount."
US271015QX03,11,East Bay Regional Park District,1310000,USD,1310000.0,Terrestrial & Aquatic Biodiversity Conservation,Area of land managed,Environmental,44.9236,ha,34.292824,,https://source.arctal.ai/entities/east-bay-regional-park-district/alloc-report__2021__provides-detailed-accounting-east-bay-regional-park__unk-pub-date__f05eaf9a4628.pdf#page=7,"StandardMetric: true | StandardUnit: true | PerMillionUSD: 1,028.00 ha (from source, entry=project) × bond_share 0.043700 = 44.92 ha; 44.92 / 1.3M USD = 34.29 ha/$M

Extraction notes:
Single project page for Concord Naval Weapons Station Acquisition. Area converted from 2,540 acres to 1,027.92 Ha (divided by 2.471). Carbon sequestration of 2,325.6 tCO2/year from 2,537 acres of rangeland. Green Bond Expenditures in total: $839,085 used as allocated_amount."
US271015QX03,12,East Bay Regional Park District,1310000,USD,1310000.0,Terrestrial & Aquatic Biodiversity Conservation,Area under biodiversity management,Environmental,44.9236,ha,34.292824,,https://source.arctal.ai/entities/east-bay-regional-park-district/alloc-report__2021__provides-detailed-accounting-east-bay-regional-park__unk-pub-date__f05eaf9a4628.pdf#page=7,"StandardMetric: true | StandardUnit: true | PerMillionUSD: 1,028.00 ha (from source, entry=project) × bond_share 0.043700 = 44.92 ha; 44.92 / 1.3M USD = 34.29 ha/$M

Extraction notes:
Single project page for Concord Naval Weapons Station Acquisition. Area converted from 2,540 acres to 1,027.92 Ha (divided by 2.471). Carbon sequestration of 2,325.6 tCO2/year from 2,537 acres of rangeland. Green Bond Expenditures in total: $839,085 used as allocated_amount."
US271015QX03,13,East Bay Regional Park District,1310000,USD,1310000.0,Clean Transportation,Area of land managed,Environmental,0.0524,ha,0.040031,,https://source.arctal.ai/entities/east-bay-regional-park-district/alloc-report__2021__provides-detailed-accounting-east-bay-regional-park__unk-pub-date__f05eaf9a4628.pdf#page=8,"StandardMetric: true | StandardUnit: true | PerMillionUSD: 1.20 ha (from source, entry=project) × bond_share 0.043700 = 0.05 ha; 0.05 / 1.3M USD = 0.04 ha/$M

Extraction notes:
Project page for Albany Beach (MEC Land Holdings Inc, San Francisco Bay Trail). Area: 2.88 acres = 1.17 Ha (converted by dividing by 2.471). Carbon sequestration: 2.64 tCO2/year. Green Bond Expenditures in 2021: $70,060. Total Green Bond Expenditures: $4,798,855. Total Project Budget: $4,818,730. Entry type 'project' requested but Phoenix does not store individual projects; returning single aggregated row for this project with available KPIs."
US271015QX03,14,East Bay Regional Park District,1310000,USD,1310000.0,Clean Transportation,Annual GHG emissions reduced/avoided/sequestered,Environmental,0.1136,tCO2e,0.086733,,https://source.arctal.ai/entities/east-bay-regional-park-district/alloc-report__2021__provides-detailed-accounting-east-bay-regional-park__unk-pub-date__f05eaf9a4628.pdf#page=8,"StandardMetric: true | StandardUnit: true | PerMillionUSD: 2.60 tCO2e (from source, entry=project) × bond_share 0.043700 = 0.11 tCO2e; 0.11 / 1.3M USD = 0.09 tCO2e/$M

Extraction notes:
Project page for Albany Beach (MEC Land Holdings Inc, San Francisco Bay Trail). Area: 2.88 acres = 1.17 Ha (converted by dividing by 2.471). Carbon sequestration: 2.64 tCO2/year. Green Bond Expenditures in 2021: $70,060. Total Green Bond Expenditures: $4,798,855. Total Project Budget: $4,818,730. Entry type 'project' requested but Phoenix does not store individual projects; returning single aggregated row for this project with available KPIs."
US271015QX03,15,East Bay Regional Park District,1310000,USD,1310000.0,Clean Transportation,Area under biodiversity management,Environmental,0.0524,ha,0.040031,,https://source.arctal.ai/entities/east-bay-regional-park-district/alloc-report__2021__provides-detailed-accounting-east-bay-regional-park__unk-pub-date__f05eaf9a4628.pdf#page=8,"StandardMetric: true | StandardUnit: true | PerMillionUSD: 1.20 ha (from source, entry=project) × bond_share 0.043700 = 0.05 ha; 0.05 / 1.3M USD = 0.04 ha/$M

Extraction notes:
Project page for Albany Beach (MEC Land Holdings Inc, San Francisco Bay Trail). Area: 2.88 acres = 1.17 Ha (converted by dividing by 2.471). Carbon sequestration: 2.64 tCO2/year. Green Bond Expenditures in 2021: $70,060. Total Green Bond Expenditures: $4,798,855. Total Project Budget: $4,818,730. Entry type 'project' requested but Phoenix does not store individual projects; returning single aggregated row for this project with available KPIs."
US357172G257,1,Fremont Union High School District,4875000,USD,4875000.0,Sustainable Water and Wastewater Management,Annual water savings,Environmental,1542.632,m³,316.437333,,https://source.arctal.ai/entities/freemont-union-high-school-district/alloc-report__2024__fremont-union-high-school-district-spending-series-2021b__2024-12-XX__83774739d364.pdf#page=1,"StandardMetric: true | StandardUnit: true | PerMillionUSD: 9,464.00 m³ (from source, entry=project) × bond_share 0.163000 = 1,542.63 m³; 1,542.63 / 4.9M USD = 316.44 m³/$M

Extraction notes:
p1 2024 doc: 2-3 million gallons/year estimate for turf conversion (midpoint 2.5M gallons × 0.00378541 = 9,464 m3/year). Portfolio-level value for athletic fields projects."
CND10004VH09,1,Hunan Iron and Steel Group Co,1000000000,CNY,157728955.41,Bond-Wide,Annual GHG emissions reduced/avoided/sequestered,Environmental,94900,tCO2e,601.665051,,https://source.arctal.ai/entities/hunan-iron-and-steel-group-co/alloc-report__2022__post-issuance-impact-hunan-iron-steel-group-green-medium__2023-05-18__2c690209253e.pdf#page=6,"StandardMetric: true | StandardUnit: true | PerMillionUSD: 94,900.00 tCO2e (from source, denom=bond, entry=bond_total); 94,900.00 / 157.7M USD = 601.67 tCO2e/$M

Extraction notes:
p17-18: 9.49万吨/年 CO2 reduction, bond-specific for GN001 first series, annual

Additional sources: https://source.arctal.ai/entities/hunan-iron-and-steel-group-co/alloc-report__2022__post-issuance-impact-hunan-iron-steel-group-green-medium__2023-05-18__2c690209253e.pdf#page=17; https://source.arctal.ai/entities/hunan-iron-and-steel-group-co/alloc-report__2022__post-issuance-impact-hunan-iron-steel-group-green-medium__2023-05-18__2c690209253e.pdf#page=14"
US45202BTT34,1,Illinois Housing Development Authority,60000,USD,60000.0,Affordable Housing,Affordable housing units,Social,0.3667,units,6.112167,"The source value is stated as 'PerMillionUSD: 1,183.00 units (from source, entry=category)' which appears to be a per-$M intensity metric from the source. If this is truly a per-million-USD intensity, it should NOT be multiplied by bond_share (intensities are ratios and should not be scaled). However, the trail labels it ambiguously - it could be an absolute count of 1,183 units for the category that is then correctly scaled by bond_share. The label 'PerMillionUSD' at the start is confusing but the calculation path (absolute × bond_share) would be correct if 1,183 is an absolute number. Cannot determine with certainty whether 1,183 is absolute or per-$M from the trail alone, so flagging without correction.",https://source.arctal.ai/entities/illinois-housing-development-authority/alloc-report__2022__illinois-housing-development-authority-post-issuance-single__unk-pub-date__ab95819fcd28.pdf#page=17,"StandardMetric: true | StandardUnit: true | PerMillionUSD: 1,183.00 units (from source, entry=category) × bond_share 0.000310 = 0.37 units; 0.37 / 0.1M USD = 6.11 units/$M

Extraction notes:
p17: 1,183 loans (Series 2023A/B/C expected), portfolio-level, EXPECTED/PROJECTED values not actuals"
US45505MHH25,1,Indiana Finance Authority,1100000,USD,1100000.0,Sustainable Water and Wastewater Management,Beneficiaries reached,Social,39.2542,beneficiaries,35.6856,,https://source.arctal.ai/entities/indiana-finance-authority/AR__2022__indiana-finance-authority-cwsrf-sfy-containing-green__unk-pub-date__22cba2b105f2.pdf#page=21,"StandardMetric: true | StandardUnit: true | PerMillionUSD: 118,952.00 beneficiaries (from source, entry=category) × bond_share 0.000330 = 39.25 beneficiaries; 39.25 / 1.1M USD = 35.69 beneficiaries/$M

Extraction notes:
Category 3 (Energy Efficiency) total: $13,562,618 = $2,623,948 (Western Wayne RSD) + $37,000 (Turkey Creek) + $10,901,670 (Westville)
Category 4 (Environmentally Innovative) total: $53,313,051 = $52,555,999 (Citizens Water Authority) + $757,052 (Western Wayne RSD)
Note: Western Wayne RSD has allocation split across both categories: $2,623,948 to Energy Efficiency and $757,052 to Environmentally Innovative
Total GPR amount $66,875,669 matches table footer
Mapped issuer categories to ICMA: Category 3 → Energy Efficiency, Category 4 → Sustainable Water and Wastewater Management
Table shows 20 water/wastewater infrastructure projects under Indiana CW SRF Loan Program SFY 2022. Total portfolio $354,067,999. All projects map to Sustainable Water and Wastewater Management category per ICMA. Individual project names include: East Shore CD, Elkhart, Citizens Water Authority, Western Wayne RSD, Posey Co RSD, Thorntown, Wakarusa, Turkey Creek RSD, Westville, Fort Wayne, Atlanta, Elwood, Bluffton, New Ross, Fountain City, Connersville, Wells County RSD, Columbus, Jasonville, Evansville. Projects marked with * financed through state programs only.
Project provides sanitary sewer service to 176 existing single-family homes with affected population of 500. Matched to Sustainable Water and Wastewater Management category based on wastewater/sewer project nature. Year 2022 derived from CWSRF Annual Report SFY 2022 footer.
Found 'Affected Population: 6,343' which maps to beneficiaries KPI. This is a wastewater treatment facility upgrade project (Westville WWTP) - clearly matches Sustainable Water and Wastewater Management category. No households_served figure found on this page. Project closed December 15, 2021, reported in CWSRF Annual Report SFY 2022, so using 2022 as reporting year.
Found 'Affected Population: 270,402' which maps to beneficiaries KPI. No explicit households_served figure found on this page. Project is clearly water/wastewater (CSO correction, sewer rehabilitation, water pollution control) matching Sustainable Water and Wastewater Management category. Reporting year 2022 from 'CWSRF Annual Report SFY 2022'.
This is a wastewater infrastructure project (CWSRF Participant: Bluffton) with 'Affected Population: 9,897' which maps to beneficiaries. The project description mentions elimination of 'approximately 35 septic tanks' which represents households served/connected to the new sewer system. The project closed March 31, 2022, so using 2022 as reporting year. Project amount is $12,681,000 which falls within the Sustainable Water and Wastewater Management category.
Found 'Affected Population: 796' which maps to beneficiaries KPI. This is a stormwater/wastewater management project for Fountain City. The loan amount ($1,103,000) closely matches the bond amount ($1,100,000) suggesting this is the specific project being reported. No households_served figure found on this page - only affected population of 796.
Found 'Affected Population: 13,164' which maps to beneficiaries KPI. This is a water/wastewater project (CSO correction, storm sewers, wet weather storage basin) clearly matching Sustainable Water and Wastewater Management. No households_served data found on this page. Loan closed date is May 5, 2022, and this is from CWSRF Annual Report SFY 2022, so year 2022 is appropriate.
Project is Wells County Regional Sewer District wastewater project. 'Affected Population: 1,220' maps to beneficiaries. 'approximately 120 failing on-site septic systems' being replaced with sewer service indicates 120 households served. Matched to Sustainable Water and Wastewater Management category based on wastewater/sewer infrastructure project type. Year 2022 from CWSRF Annual Report SFY 2022.
Project is a sewer system rehabilitation under CWSRF (Clean Water State Revolving Fund). 'Affected Population: 48,150' is explicitly stated. For water/wastewater projects, affected population typically represents both beneficiaries reached and households served (assuming ~1 household per person for this metric, or direct population count as proxy). Matched to 'Sustainable Water and Wastewater Management' entry based on project type (sewer/wastewater infrastructure). Year 2022 from 'CWSRF Annual Report SFY 2022' footer.
Project is a wastewater improvements project for Jasonville. 'Affected Population: 2,222' represents both beneficiaries and households served. Matched to 'Sustainable Water and Wastewater Management' based on project type (wastewater collection system rehabilitation, infiltration/inflow reduction, WWTP equipment upgrades). Year 2022 derived from 'CWSRF Annual Report SFY 2022' and loan closing date of June 29, 2022.
Project is Evansville sewer system rehabilitation (CWSRF Participant). 'Affected Population: 118,952' clearly maps to both beneficiaries and households_served KPIs. The project is water/wastewater infrastructure, matching 'Sustainable Water and Wastewater Management' category. Used 2022 as reporting year from document footer 'CWSRF Annual Report SFY 2022'.
Extracted households served from project descriptions: Wells County RSD 2022 (4 areas), Turkey Creek RSD 2022 (eastern and northern portion of Syracuse Lakes), East Shore CD 2022, Adams County RSD 2021 (6 areas), DeMotte 2021, Wells County RSD 2021 (192 failing septic systems), Adams County RSD 2020, LaGrange County RUD 2020, Mount Etna 2020 (24 homes), Maysville RWSD 2020, Russiaville 2019. Total households served: 216 (2022) + 192 (2021) + 24 (2020) = 432. However, reporting appears to be by project year, so mapped separately. Note: Some projects mention 'areas' without specific household counts; only explicit numbers used. No beneficiaries data found on this page.
Page shows wastewater/sanitary sewer projects. Only LaPorte RSWD explicitly mentions '99 customers' which can be mapped to households_served. Other projects describe service areas and infrastructure improvements but do not quantify beneficiaries or households served. The 2017 Allen County RSD entry ($100,000) appears to be a small project with no beneficiary data. All projects fall under Sustainable Water and Wastewater Management category based on their descriptions (wastewater treatment, sewer service extension, septic system replacement).

Additional sources: https://source.arctal.ai/entities/indiana-finance-authority/AR__2022__indiana-finance-authority-cwsrf-sfy-containing-green__unk-pub-date__22cba2b105f2.pdf#page=29; https://source.arctal.ai/entities/indiana-finance-authority/AR__2022__indiana-finance-authority-cwsrf-sfy-containing-green__unk-pub-date__22cba2b105f2.pdf#page=30; https://source.arctal.ai/entities/indiana-finance-authority/AR__2022__indiana-finance-authority-cwsrf-sfy-containing-green__unk-pub-date__22cba2b105f2.pdf#page=31; https://source.arctal.ai/entities/indiana-finance-authority/AR__2022__indiana-finance-authority-cwsrf-sfy-containing-green__unk-pub-date__22cba2b105f2.pdf#page=32; https://source.arctal.ai/entities/indiana-finance-authority/AR__2022__indiana-finance-authority-cwsrf-sfy-containing-green__unk-pub-date__22cba2b105f2.pdf#page=33; https://source.arctal.ai/entities/indiana-finance-authority/AR__2022__indiana-finance-authority-cwsrf-sfy-containing-green__unk-pub-date__22cba2b105f2.pdf#page=34; https://source.arctal.ai/entities/indiana-finance-authority/AR__2022__indiana-finance-authority-cwsrf-sfy-containing-green__unk-pub-date__22cba2b105f2.pdf#page=35; https://source.arctal.ai/entities/indiana-finance-authority/AR__2022__indiana-finance-authority-cwsrf-sfy-containing-green__unk-pub-date__22cba2b105f2.pdf#page=36; https://source.arctal.ai/entities/indiana-finance-authority/AR__2022__indiana-finance-authority-cwsrf-sfy-containing-green__unk-pub-date__22cba2b105f2.pdf#page=37; https://source.arctal.ai/entities/indiana-finance-authority/AR__2022__indiana-finance-authority-cwsrf-sfy-containing-green__unk-pub-date__22cba2b105f2.pdf#page=38; https://source.arctal.ai/entities/indiana-finance-authority/AR__2022__indiana-finance-authority-cwsrf-sfy-containing-green__unk-pub-date__22cba2b105f2.pdf#page=125; https://source.arctal.ai/entities/indiana-finance-authority/AR__2022__indiana-finance-authority-cwsrf-sfy-containing-green__unk-pub-date__22cba2b105f2.pdf#page=126"
